date,portfolio_value,cash,return_pct
2025-03-17,5776.089700934696,1000.0000000000007,15.521794018693926
2025-03-17,5776.089700934696,1000.0000000000007,15.521794018693926
2025-03-18,5746.5072305750255,1000.0000000000007,14.93014461150051
2025-03-18,5746.5072305750255,1000.0000000000007,14.93014461150051
2025-03-19,5876.5363843441555,544.6524147590806,17.53072768688311
2025-03-19,5876.5363843441555,544.6524147590806,17.53072768688311
2025-03-20,6037.7822856931925,544.6524147590806,20.755645713863853
2025-03-20,6037.7822856931925,544.6524147590806,20.755645713863853
2025-03-21,5973.670792136058,544.6524147590806,19.47341584272115
2025-03-21,5973.670792136058,544.6524147590806,19.47341584272115
2025-03-24,6157.6281702360275,136.16310368977008,23.15256340472055
2025-03-24,6157.6281702360275,136.16310368977008,23.15256340472055
2025-03-25,6179.613877862581,136.16310368977008,23.592277557251617
2025-03-25,6179.613877862581,136.16310368977008,23.592277557251617
2025-03-26,6277.060146819671,136.16310368977008,25.54120293639342
2025-03-26,6277.060146819671,136.16310368977008,25.54120293639342
2025-03-27,6179.47537277758,389.5495915764194,23.58950745555159
2025-03-27,6179.47537277758,389.5495915764194,23.58950745555159
2025-03-28,6015.554445274091,2930.55517775737,20.311088905481828
2025-03-28,6015.554445274091,2930.55517775737,20.311088905481828
2025-03-31,5910.8297938366295,3578.9625264965325,18.21659587673259
2025-03-31,5910.8297938366295,3578.9625264965325,18.21659587673259
2025-04-01,5950.705012429758,3578.9625264965325,19.01410024859517
2025-04-01,5950.705012429758,3578.9625264965325,19.01410024859517
2025-04-02,6070.843538961697,3028.9625264965325,21.41687077923394
2025-04-02,6070.843538961697,3028.9625264965325,21.41687077923394
2025-04-03,6047.117483557158,3528.3154564384995,20.942349671143166
2025-04-03,6047.117483557158,3528.3154564384995,20.942349671143166
2025-04-04,6093.590941467339,3611.194284029274,21.871818829346775
2025-04-04,6093.590941467339,3611.194284029274,21.871818829346775
2025-04-07,5997.672128974701,3855.515543646318,19.95344257949402
2025-04-07,5997.672128974701,3855.515543646318,19.95344257949402
2025-04-08,6311.297877839974,3071.928998786522,26.22595755679948
2025-04-08,6311.297877839974,3071.928998786522,26.22595755679948
