date,portfolio_value,cash,return_pct
2025-06-16,5776.089700934696,1000.0000000000007,15.521794018693926
2025-06-16,5776.089700934696,1000.0000000000007,15.521794018693926
2025-06-17,5813.89815561087,1000.0000000000007,16.277963112217403
2025-06-17,5813.89815561087,1000.0000000000007,16.277963112217403
2025-06-18,5750.041778796294,871.7547799050659,15.000835575925887
2025-06-18,5750.041778796294,871.7547799050659,15.000835575925887
2025-06-19,5716.376708670205,871.7547799050659,14.327534173404091
2025-06-19,5716.376708670205,871.7547799050659,14.327534173404091
2025-06-20,5674.086777367142,871.7547799050659,13.481735547342833
2025-06-20,5674.086777367142,871.7547799050659,13.481735547342833
2025-06-23,5514.984413135392,2373.182898641652,10.299688262707841
2025-06-23,5514.984413135392,2373.182898641652,10.299688262707841
2025-06-24,5974.237889717651,250.66807647031234,19.484757794353026
2025-06-24,5974.237889717651,250.66807647031234,19.484757794353026
2025-06-25,6094.419672518355,90.24050752931245,21.888393450367094
2025-06-25,6094.419672518355,90.24050752931245,21.888393450367094
2025-06-26,6136.662550049046,90.24050752931245,22.73325100098093
2025-06-26,6136.662550049046,90.24050752931245,22.73325100098093
2025-06-27,6170.320436324398,426.0679367409458,23.406408726487953
2025-06-27,6170.320436324398,426.0679367409458,23.406408726487953
2025-06-30,6290.947004002983,279.0185325559142,25.818940080059654
2025-06-30,6290.947004002983,279.0185325559142,25.818940080059654
2025-07-01,6386.414044363438,167.41111953354851,27.72828088726876
2025-07-01,6386.414044363438,167.41111953354851,27.72828088726876
2025-07-02,6379.140460508295,128.21908439359325,27.582809210165905
2025-07-02,6379.140460508295,128.21908439359325,27.582809210165905
2025-07-03,6550.365052603739,128.21908439359325,31.00730105207478
2025-07-03,6550.365052603739,128.21908439359325,31.00730105207478
2025-07-04,6686.119525304854,473.0566242398827,33.72239050609707
2025-07-04,6686.119525304854,473.0566242398827,33.72239050609707
2025-07-07,6682.796433236667,374.1372793997935,33.655928664733345
2025-07-07,6682.796433236667,374.1372793997935,33.655928664733345
2025-07-08,6655.65855248568,1108.8773414687569,33.1131710497136
2025-07-08,6655.65855248568,1108.8773414687569,33.1131710497136
2025-07-09,6681.188598293392,998.7014415730498,33.62377196586784
2025-07-09,6681.188598293392,998.7014415730498,33.62377196586784
2025-07-10,7016.878173639095,297.901893893095,40.337563472781895
2025-07-10,7016.878173639095,297.901893893095,40.337563472781895
2025-07-11,7241.994527616787,107.24468180151419,44.839890552335746
2025-07-11,7241.994527616787,107.24468180151419,44.839890552335746
