time,equity_value
2025-03-17,5083.1524679572885
2025-03-17,5166.304935914579
2025-03-17,5249.457403871867
2025-03-17,5332.609871829156
2025-03-17,5415.762339786446
2025-03-17,5498.914807743734
2025-03-17,5582.067275701022
2025-03-17,5609.784765020119
2025-03-17,5637.502254339215
2025-03-17,5665.219743658311
2025-03-17,5692.937232977407
2025-03-17,5720.654722296503
2025-03-17,5748.372211615599
2025-03-17,5776.089700934696
2025-03-19,5806.5363843441555
2025-03-19,5876.5363843441555
2025-03-24,6131.209474630794
2025-03-24,6157.6281702360275
2025-03-27,6179.47537277758
2025-03-27,6179.47537277758
2025-03-28,6015.554445274091
2025-03-28,6015.554445274091
2025-03-28,6015.554445274091
2025-03-28,6015.554445274091
2025-03-28,6015.554445274091
2025-03-31,5910.8297938366295
2025-03-31,5910.8297938366295
2025-03-31,5910.8297938366295
2025-03-31,5910.8297938366295
2025-03-31,5910.8297938366295
2025-03-31,5910.8297938366295
2025-04-02,6022.337932653279
2025-04-02,6070.843538961697
2025-04-03,6047.117483557158
2025-04-03,6047.117483557158
2025-04-03,6047.117483557158
2025-04-04,6093.59094146734
2025-04-04,6093.590941467339
2025-04-04,6093.590941467339
2025-04-04,6093.590941467339
2025-04-07,5949.166522666282
2025-04-07,5997.6721289747
2025-04-07,5997.6721289747
2025-04-07,5997.672128974701
2025-04-07,5997.672128974701
2025-04-07,5997.672128974701
2025-04-08,6138.172088821249
2025-04-08,6136.677695129668
2025-04-08,6194.88442269977
2025-04-08,6253.091150269872
2025-04-08,6311.297877839974
2025-04-08,6311.297877839974
2025-04-08,6311.297877839974
2025-04-09,6116.886019263743
2025-04-09,6116.886019263743
2025-04-09,6116.886019263743
2025-04-09,6116.886019263744
2025-04-09,6116.886019263744
2025-04-10,6237.7947049703125
2025-04-10,6286.300311278731
2025-04-10,6334.805917587149
2025-04-10,6393.012645157252
2025-04-10,6441.518251465671
2025-04-10,6441.518251465671
2025-04-10,6501.518251465671
2025-04-10,6561.518251465671
2025-04-10,6621.518251465671
2025-04-11,6594.15095361011
2025-04-11,6642.65655991853
2025-04-11,6642.65655991853
2025-04-11,6642.65655991853
2025-04-11,6642.65655991853
2025-04-11,6642.65655991853
2025-04-14,6843.514746220258
2025-04-14,6892.020352528677
2025-04-14,6940.5259588370955
2025-04-14,6989.031565145515
2025-04-14,6989.031565145515
2025-04-15,7062.033894038525
2025-04-17,7024.033845984417
2025-04-17,7072.5394522928345
2025-04-17,7121.045058601254
2025-04-17,7169.5506649096715
2025-04-18,7315.964545364663
2025-04-18,7346.3041495413745
2025-04-21,7349.824813926089
2025-04-21,7349.824813926089
2025-04-21,7419.824813926089
2025-04-21,7489.824813926089
2025-04-21,7537.414025406561
2025-04-21,7565.9675522948455
2025-04-21,7583.099668427815
2025-04-22,7568.115224156855
2025-04-22,7568.115224156855
2025-04-22,7568.115224156855
2025-04-22,7645.724194250324
2025-04-22,7670.89212966879
2025-04-23,7869.727479915819
2025-04-23,7896.016009464925
2025-04-24,7802.594201506954
2025-04-24,7836.331416368897
2025-04-25,8102.401355786388
2025-04-28,8262.47690646965
2025-04-28,8262.47690646965
2025-04-29,8263.035668136285
2025-05-01,8232.68062542181
2025-05-01,8258.601529914595
2025-05-01,8258.601529914595
2025-05-01,8318.601529914595
2025-05-01,8378.601529914595
2025-05-01,8418.275006857737
2025-05-02,8437.256184398155
2025-05-05,8557.112663059319
2025-05-05,8557.112663059319
2025-05-07,8391.31977683908
2025-05-07,8444.907117113351
2025-05-07,8471.700787250487
2025-05-08,8916.42955567264
2025-05-09,9296.83307850621
2025-05-09,9312.544800088443
2025-05-09,9312.544800088443
2025-05-12,10000.165226166293
2025-05-12,10000.165226166293
2025-05-13,10136.394118944283
2025-05-14,10757.725526392062
2025-05-14,10815.979938921731
2025-05-14,10850.932586439534
2025-05-14,10871.904174950216
2025-05-15,11057.238057209308
2025-05-16,11210.267526176529
2025-05-16,11210.267526176527
2025-05-16,11210.267526176529
2025-05-19,10623.258934092353
2025-05-19,10623.258934092353
2025-05-19,10623.258934092353
2025-05-19,10623.258934092353
2025-05-19,10623.258934092353
2025-05-20,10555.87773277054
2025-05-20,10615.87773277054
2025-05-22,10548.903596384833
2025-05-22,10597.40920269325
2025-05-22,10645.91480900167
2025-05-22,10694.420415310087
2025-05-22,10694.42041531009
2025-05-22,10694.42041531009
2025-05-23,10787.110513666148
2025-05-23,10787.11051366615
2025-05-26,10784.364198580579
2025-05-28,10808.115611272286
2025-05-29,10943.001861619723
2025-05-29,10941.507467928142
2025-05-29,10999.714195498245
2025-05-29,11077.323165591715
2025-05-29,11077.323165591715
2025-05-29,11077.323165591713
2025-05-29,11077.323165591713
2025-05-29,11077.323165591713
2025-05-29,11077.323165591713
2025-05-29,11077.323165591713
2025-05-30,11035.786683860899
2025-05-30,11035.786683860899
2025-06-02,10988.403598889403
2025-06-02,11036.909205197822
2025-06-02,11085.414811506242
2025-06-02,11133.920417814661
2025-06-02,11133.920417814661
2025-06-02,11133.92041781466
2025-06-02,11133.92041781466
2025-06-02,11133.92041781466
2025-06-02,11133.920417814657
2025-06-03,11211.628952493567
2025-06-03,11211.628952493567
2025-06-04,11373.566529516364
2025-06-04,11372.321201440045
2025-06-04,11420.826807748463
2025-06-04,11469.33241405688
2025-06-04,11469.33241405688
2025-06-04,11469.33241405688
2025-06-04,11469.33241405688
2025-06-06,11279.09287526089
2025-06-06,11337.299602830992
2025-06-06,11395.506330401096
2025-06-06,11453.713057971197
2025-06-06,11453.713057971197
2025-06-06,11453.713057971197
2025-06-06,11453.713057971197
2025-06-06,11453.713057971197
2025-06-09,11661.397789173052
2025-06-09,11709.90339548147
2025-06-09,11709.90339548147
2025-06-10,12150.204560035745
2025-06-10,12227.813530129217
2025-06-10,12276.319136437636
2025-06-10,12276.319136437636
2025-06-11,12352.875508712646
2025-06-11,12430.484478806116
2025-06-11,12429.239150729798
2025-06-11,12506.848120823268
2025-06-11,12506.848120823268
2025-06-12,12603.788488924274
2025-06-12,12603.788488924274
2025-06-12,12603.788488924274
2025-06-12,12603.788488924276
2025-06-13,12340.467866058405
2025-06-13,12340.467866058403
2025-06-13,12340.467866058407
2025-06-16,12570.817735938319
2025-06-16,12619.323342246738
2025-06-16,12618.078014170422
2025-06-16,12666.583620478841
2025-06-16,12666.583620478841
2025-06-16,12666.58362047884
2025-06-16,12666.58362047884
2025-06-17,12711.29654186973
2025-06-17,12769.50326943983
2025-06-17,12767.510744517722
2025-06-17,12767.510744517722
2025-06-18,12725.37850056842
2025-06-18,12725.378500568424
2025-06-18,12725.378500568424
2025-06-23,12665.408228275897
2025-06-23,12665.408228275897
2025-06-24,12884.668708196265
2025-06-24,12883.174314504684
2025-06-24,12931.679920813103
2025-06-24,12980.185527121519
2025-06-24,13028.691133429938
2025-06-24,13028.691133429938
2025-06-24,13028.691133429938
2025-06-24,13028.691133429938
2025-06-24,13098.691133429938
2025-06-24,13168.691133429938
2025-06-24,13238.691133429938
2025-06-25,13409.557005668785
2025-06-25,13458.062611977204
2025-06-25,13456.817283900886
2025-06-25,13505.322890209305
2025-06-25,13553.828496517724
2025-06-25,13553.828496517724
2025-06-25,13553.828496517724
2025-06-25,13553.82849651772
2025-06-25,13553.82849651772
2025-06-25,13553.828496517723
2025-06-25,13553.828496517719
2025-06-26,13776.18728875113
2025-06-26,13824.692895059548
2025-06-27,13895.301916958004
2025-06-27,13943.807523266423
2025-06-27,13943.807523266423
2025-06-27,13943.807523266423
2025-06-27,13943.807523266423
2025-06-27,13943.80752326642
2025-06-27,13943.80752326642
2025-06-30,13909.55604771742
2025-06-30,13958.06165402584
2025-06-30,13958.061654025838
2025-07-01,13954.199580069042
2025-07-02,13888.339766909072
2025-07-02,13936.845373217491
2025-07-02,13935.600045141173
2025-07-02,13984.10565144959
2025-07-02,13984.10565144959
2025-07-02,13984.10565144959
2025-07-02,13984.10565144959
2025-07-03,14214.449770733769
2025-07-03,14292.058740827237
2025-07-03,14290.813412750918
2025-07-04,14461.437400181305
2025-07-04,14509.943006489724
2025-07-04,14509.943006489724
2025-07-04,14509.943006489724
2025-07-04,14509.943006489722
2025-07-07,14422.751448574485
2025-07-07,14471.257054882904
2025-07-07,14471.2570548829
2025-07-07,14471.257054882903
2025-07-07,14471.257054882899
2025-07-08,14546.972968460776
2025-07-09,14551.782895540486
2025-07-10,14811.945691361114
2025-07-10,14860.451297669533
2025-07-10,14859.205969593215
2025-07-10,14936.814939686683
2025-07-10,14936.814939686681
2025-07-10,14936.814939686685
2025-07-11,15038.146606871072
2025-07-11,15086.652213179492
2025-07-11,15135.157819487911
2025-07-11,15135.157819487911
2025-07-11,15135.157819487911
2025-07-14,15248.04884091282
2025-07-14,15325.657811006287
2025-07-14,15374.163417314707
2025-07-14,15451.772387408178
2025-07-14,15483.247724722827
2025-07-14,15483.247724722827
2025-07-15,15667.490871563015
2025-07-15,15667.490871563015
2025-07-15,15667.490871563015
2025-07-17,16016.6284578394
2025-07-18,16477.298111734457
2025-07-18,16525.803718042876
2025-07-18,16565.84816988069
2025-07-18,16595.881508759052
2025-07-18,16618.406512917823
2025-07-18,16688.406512917823
2025-07-18,16758.406512917823
2025-07-18,16758.40651291782
2025-07-21,16798.489661918644
2025-07-21,16858.489661918647
2025-07-21,16858.489661918647
2025-07-22,16690.450694004798
2025-07-22,16690.450694004798
2025-07-22,16690.450694004798
2025-07-22,16690.450694004798
2025-07-22,16690.450694004798
2025-07-22,16690.450694004798
2025-07-23,16966.480203155814
2025-07-23,16965.557283935286
2025-07-23,16965.557283935283
2025-07-24,16817.67450939131
2025-07-24,16817.67450939131
2025-07-24,16817.67450939131
2025-07-24,16817.67450939131
2025-07-29,17100.28038713889
2025-07-30,17029.631217989372
2025-07-30,17029.631217989372
2025-07-31,17289.673655231523
2025-07-31,17338.179261539943
2025-07-31,17386.684867848362
2025-07-31,17386.684867848362
2025-08-01,16861.089683559552
2025-08-04,17057.70478755139
2025-08-04,17106.21039385981
2025-08-04,17164.41712142991
2025-08-04,17164.41712142991
2025-08-05,17640.64396561103
2025-08-05,17698.850693181135
2025-08-06,17664.22407682119
2025-08-06,17712.729683129608
2025-08-06,17712.729683129604
2025-08-06,17712.729683129604
2025-08-07,18030.66250852277
2025-08-07,18029.417180446453
2025-08-07,18077.92278675487
2025-08-07,18077.922786754873
