time,equity_value
2025-08-07,18077.922786754873
2025-08-08,18313.5412326474
2025-08-08,18362.04683895582
2025-08-08,18410.55244526424
2025-08-08,18459.058051572658
2025-08-11,18625.65303354858
2025-08-11,18672.37717547895
2025-08-12,18670.341783665073
2025-08-12,18670.341783665073
2025-08-12,18670.341783665073
2025-08-12,18670.341783665073
2025-08-13,19040.318567776074
2025-08-14,19206.205705866843
2025-08-14,19252.356197311117
2025-08-14,19251.467549991165
2025-08-14,19277.42720142857
2025-08-14,19277.42720142857
2025-08-14,19277.42720142857
2025-08-14,19277.42720142857
2025-08-14,19277.42720142857
2025-08-15,19042.558126149765
2025-08-18,18776.53896741004
2025-08-18,18775.293639333722
2025-08-18,18823.79924564214
2025-08-18,18872.304851950557
2025-08-18,18920.68339242522
2025-08-18,18920.68339242522
2025-08-18,18920.68339242522
2025-08-19,18971.36291449454
2025-08-19,18971.362914494544
2025-08-20,18421.912218899728
2025-08-20,18421.912218899728
2025-08-20,18421.912218899728
2025-08-20,18421.912218899724
2025-08-22,18347.863273489595
2025-08-25,18672.611193426008
2025-08-25,18671.36586534969
2025-08-25,18719.87147165811
2025-08-25,18768.37707796653
2025-08-25,18816.882684274948
2025-08-25,18816.882684274948
2025-08-25,18876.882684274948
2025-08-26,18840.282529068096
2025-08-26,18888.788135376515
2025-08-26,18888.788135376515
2025-08-27,19095.998859603995
2025-08-27,19173.607829697467
2025-08-27,19222.113436005886
2025-08-27,19222.113436005886
2025-08-28,19198.347231459353
2025-08-28,19256.553959029454
2025-08-28,19314.760686599555
2025-08-28,19314.760686599555
2025-08-29,19359.44430310484
2025-09-01,19040.1425526209
2025-09-01,19040.1425526209
2025-09-03,19140.832943920832
2025-09-04,19280.596394863336
2025-09-08,19558.34948741483
2025-09-08,19558.349487414835
2025-09-09,19445.558351716936
2025-09-10,19442.431507303532
2025-09-10,19490.93711361195
2025-09-10,19490.93711361195
2025-09-10,19490.937113611948
2025-09-10,19490.937113611948
