date,portfolio_value,cash,return_pct
2025-08-04,5970.11212616837,0.0,19.402242523367406
2025-08-04,5970.11212616837,0.0,19.402242523367406
2025-08-05,5970.11212616837,0.0,19.402242523367406
2025-08-05,5970.11212616837,0.0,19.402242523367406
2025-08-06,5970.11212616837,0.0,19.402242523367406
2025-08-06,5970.11212616837,0.0,19.402242523367406
2025-08-07,5970.11212616837,0.0,19.402242523367406
2025-08-07,5970.11212616837,0.0,19.402242523367406
2025-08-08,5970.11212616837,0.0,19.402242523367406
2025-08-08,5970.11212616837,0.0,19.402242523367406
2025-08-11,5970.11212616837,0.0,19.402242523367406
2025-08-11,5970.11212616837,0.0,19.402242523367406
2025-08-12,5970.11212616837,0.0,19.402242523367406
2025-08-12,5970.11212616837,0.0,19.402242523367406
2025-08-13,5970.11212616837,0.0,19.402242523367406
2025-08-13,5970.11212616837,0.0,19.402242523367406
2025-08-14,5970.11212616837,0.0,19.402242523367406
2025-08-14,5970.11212616837,0.0,19.402242523367406
2025-08-15,5970.11212616837,0.0,19.402242523367406
2025-08-15,5970.11212616837,0.0,19.402242523367406
2025-08-18,5970.11212616837,0.0,19.402242523367406
2025-08-18,5970.11212616837,0.0,19.402242523367406
2025-08-19,5970.11212616837,0.0,19.402242523367406
2025-08-19,5970.11212616837,0.0,19.402242523367406
2025-08-20,5970.11212616837,0.0,19.402242523367406
2025-08-20,5970.11212616837,0.0,19.402242523367406
2025-08-21,5970.11212616837,0.0,19.402242523367406
2025-08-21,5970.11212616837,0.0,19.402242523367406
2025-08-22,5970.11212616837,0.0,19.402242523367406
2025-08-22,5970.11212616837,0.0,19.402242523367406
2025-08-25,5970.11212616837,0.0,19.402242523367406
2025-08-25,5970.11212616837,0.0,19.402242523367406
2025-08-26,5970.11212616837,0.0,19.402242523367406
2025-08-26,5970.11212616837,0.0,19.402242523367406
2025-08-27,5970.11212616837,0.0,19.402242523367406
2025-08-27,5970.11212616837,0.0,19.402242523367406
2025-08-28,5970.11212616837,0.0,19.402242523367406
2025-08-28,5970.11212616837,0.0,19.402242523367406
2025-08-29,5970.11212616837,0.0,19.402242523367406
2025-08-29,5970.11212616837,0.0,19.402242523367406
2025-09-01,5970.11212616837,0.0,19.402242523367406
2025-09-01,5970.11212616837,0.0,19.402242523367406
2025-09-02,5970.11212616837,0.0,19.402242523367406
2025-09-02,5970.11212616837,0.0,19.402242523367406
2025-09-03,5970.11212616837,0.0,19.402242523367406
2025-09-03,5970.11212616837,0.0,19.402242523367406
2025-09-04,5970.11212616837,0.0,19.402242523367406
2025-09-04,5970.11212616837,0.0,19.402242523367406
2025-09-05,5970.11212616837,0.0,19.402242523367406
2025-09-05,5970.11212616837,0.0,19.402242523367406
2025-09-08,5970.11212616837,0.0,19.402242523367406
2025-09-08,5970.11212616837,0.0,19.402242523367406
2025-09-09,5970.11212616837,0.0,19.402242523367406
2025-09-09,5970.11212616837,0.0,19.402242523367406
2025-09-10,5970.11212616837,0.0,19.402242523367406
2025-09-10,5970.11212616837,0.0,19.402242523367406
2025-09-11,5970.11212616837,0.0,19.402242523367406
2025-09-11,5970.11212616837,0.0,19.402242523367406
2025-09-12,5970.11212616837,0.0,19.402242523367406
2025-09-12,5970.11212616837,0.0,19.402242523367406
2025-09-15,5970.11212616837,0.0,19.402242523367406
2025-09-15,5970.11212616837,0.0,19.402242523367406
2025-09-16,5970.11212616837,0.0,19.402242523367406
2025-09-16,5970.11212616837,0.0,19.402242523367406
2025-09-17,5970.11212616837,0.0,19.402242523367406
2025-09-17,5970.11212616837,0.0,19.402242523367406
