time,equity_value
2025-06-16,5083.1524679572885
2025-06-16,5166.304935914579
2025-06-16,5249.457403871867
2025-06-16,5332.609871829156
2025-06-16,5415.7623397864445
2025-06-16,5498.914807743734
2025-06-16,5582.067275701022
2025-06-16,5609.784765020119
2025-06-16,5637.502254339215
2025-06-16,5665.219743658311
2025-06-16,5692.937232977407
2025-06-16,5720.654722296503
2025-06-16,5748.372211615599
2025-06-16,5776.089700934696
2025-06-18,5750.041778796294
2025-06-23,5437.375443041922
2025-06-23,5437.375443041922
2025-06-23,5437.375443041922
2025-06-23,5437.375443041922
2025-06-23,5514.984413135392
2025-06-24,5694.976557101584
2025-06-24,5693.482163410003
2025-06-24,5741.987769718421
2025-06-24,5783.772737038298
2025-06-24,5815.111462528206
2025-06-24,5885.111462528206
2025-06-24,5940.815479521609
2025-06-24,5974.237889717651
2025-06-25,6094.419672518354
2025-06-25,6094.419672518355
2025-06-27,6127.15132878926
2025-06-27,6154.132020998721
2025-06-27,6170.320436324397
2025-06-27,6170.320436324398
2025-06-30,6176.811151631343
2025-06-30,6236.811151631343
2025-06-30,6290.947004002983
2025-07-01,6386.414044363438
2025-07-02,6362.04458258915
2025-07-02,6362.044582589149
2025-07-02,6379.140460508295
2025-07-04,6670.9640014421075
2025-07-04,6686.119525304854
2025-07-04,6686.119525304854
2025-07-07,6652.184918577489
2025-07-07,6652.184918577489
2025-07-07,6652.184918577488
2025-07-07,6682.796433236666
2025-07-07,6682.796433236667
2025-07-08,6655.658552485681
2025-07-08,6655.65855248568
2025-07-09,6681.188598293392
2025-07-10,6893.700570324822
2025-07-10,6963.62065842551
2025-07-10,6963.62065842551
2025-07-10,7016.878173639095
2025-07-10,7016.878173639095
2025-07-10,7016.878173639095
2025-07-11,7227.695236709919
2025-07-11,7241.994527616787
2025-07-15,7422.98296461975
2025-07-15,7443.2776653125775
2025-07-17,7699.319678732136
2025-07-18,8104.835716688065
2025-07-18,8104.835716688064
2025-07-22,8133.132846573664
2025-07-22,8133.132846573664
2025-07-22,8133.132846573664
2025-07-22,8133.132846573664
2025-07-22,8133.132846573663
2025-07-23,8327.056821603133
2025-07-23,8326.245985790561
2025-07-24,8109.747432027505
2025-07-24,8109.747432027505
2025-07-24,8109.747432027505
2025-07-24,8109.747432027505
2025-07-29,8185.031792901927
2025-07-30,8178.23401254201
2025-07-30,8178.234012542009
2025-07-31,8271.078359078618
2025-07-31,8319.583965387035
2025-07-31,8368.089571695455
2025-07-31,8368.089571695455
2025-08-01,8126.837945614164
2025-08-04,8219.146903931807
2025-08-04,8267.652510240225
2025-08-04,8325.859237810328
2025-08-04,8325.859237810328
2025-08-05,8493.837507634224
2025-08-05,8552.044235204326
2025-08-05,8552.044235204325
2025-08-06,8511.9230546452
2025-08-06,8560.341266216376
2025-08-06,8560.341266216374
2025-08-06,8560.341266216376
2025-08-07,8681.767624095166
2025-08-07,8680.522296018848
2025-08-07,8729.027902327267
2025-08-07,8729.027902327265
2025-08-08,8934.523233425996
2025-08-08,8980.017299071093
2025-08-08,9014.137848304916
2025-08-08,9039.728260230282
2025-08-11,9169.240050367329
2025-08-11,9229.240050367329
2025-08-12,9175.59761822522
2025-08-12,9175.59761822522
2025-08-12,9253.20658831869
2025-08-13,9383.865230599004
2025-08-13,9453.865230599004
2025-08-14,9653.220444452958
2025-08-14,9709.618253202412
2025-08-14,9743.456938452087
2025-08-14,9743.456938452087
2025-08-14,9743.456938452087
2025-08-15,9537.825154850194
2025-08-15,9537.825154850196
2025-08-15,9537.825154850196
2025-08-18,9453.50918732067
2025-08-18,9452.720100273673
2025-08-18,9475.771342576321
2025-08-18,9475.771342576321
2025-08-18,9475.771342576321
2025-08-18,9535.771342576323
2025-08-18,9595.771342576321
2025-08-19,9626.640482903551
2025-08-19,9626.640482903551
2025-08-20,9473.976915188277
2025-08-20,9473.976915188277
2025-08-20,9473.976915188277
2025-08-20,9473.976915188277
2025-08-20,9473.976915188277
2025-08-22,9406.68091898152
2025-08-25,9615.330218402574
2025-08-25,9614.084890326256
2025-08-25,9662.590496634673
2025-08-25,9711.096102943091
2025-08-25,9759.601709251512
2025-08-25,9759.60170925151
2025-08-25,9819.60170925151
2025-08-26,9829.61425187976
2025-08-26,9878.119858188178
2025-08-26,9878.119858188178
2025-08-27,10037.275000225976
2025-08-27,10114.883970319448
2025-08-27,10160.699472218004
2025-08-27,10160.699472218004
2025-08-28,10175.578763655138
2025-08-28,10209.676562369119
2025-08-28,10233.545021468906
2025-08-28,10233.545021468906
2025-08-29,10281.862523629052
2025-09-01,10068.264084259043
2025-09-01,10068.264084259044
2025-09-03,10165.061762282436
2025-09-04,10271.435595455403
2025-09-08,10566.314734014342
2025-09-08,10566.314734014342
2025-09-09,10464.440159397405
2025-09-10,10420.913015878536
2025-09-10,10451.506624257643
2025-09-10,10451.506624257643
2025-09-10,10451.506624257643
2025-09-10,10451.506624257643
